timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-12-07T09:50:07,codecarbon,2830e519-fba7-4cbe-98f5-f10d2ea21ca4,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.1602232000000186,5.196454461190319e-05,2.4055173841250635e-05,195.0,23.067397322085895,10.0,0.00011662959749999498,1.3804733266000943e-05,5.973451388888406e-06,0.00013640778215488433,0.0,Germany,DEU,schleswig-holstein,,,Windows-11-10.0.22000-SP0,3.14.2,3.2.0,6,Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz,1,1 x NVIDIA GeForce GTX 1060 6GB,10.1234,54.3274,15.936080932617188,machine,N,1.0,0.0
